id,impact.gap,impact.magnitude,impact.significance,location.depth,location.distance,location.full,location.latitude,location.longitude,location.name,time.day,time.epoch,time.full,time.hour,time.minute,time.month,time.second,time.year
nc72678031,39,1.4,30,1.15,0.01149,"4km ESE of The Geysers, California",38.7581667,-122.7108333,California,15,1.47131E+12,8/15/2016 22:08,22,8,8,45,2016
nc72678041,39,1.43,31,1.05,0.01181,"4km ESE of The Geysers, California",38.7563333,-122.7113333,California,15,1.47131E+12,8/15/2016 22:11,22,11,8,50,2016
nc72678046,88,0.96,14,0.5,0.01365,"4km ESE of The Geysers, California",38.7541667,-122.708,California,15,1.47131E+12,8/15/2016 22:15,22,15,8,16,2016
uu60158617,138,1.42,31,11.42,0.05129,"12km E of Preston, Idaho",42.082,-111.7315,Idaho,15,1.47131E+12,8/15/2016 22:33,22,33,8,24,2016
ci37447183,59,1.01,16,3.74,0.005713,"22km E of Little Lake, CA",35.947,-117.6573333,California,15,1.47132E+12,8/15/2016 22:43,22,43,8,38,2016
nc72678066,40,1.4,30,2.35,0.006734,"7km W of Cobb, California",38.83,-122.8083333,California,15,1.47132E+12,8/15/2016 22:50,22,50,8,19,2016
nc72678076,327,2.49,95,-0.3,0.6364,"81km WSW of Ferndale, California",40.22,-125.1053333,California,15,1.47132E+12,8/15/2016 22:51,22,51,8,24,2016
hv61375951,120,1.79,49,39.133,0.05363,"3km E of Pahala, Hawaii",19.2076667,-155.4481667,Hawaii,15,1.47132E+12,8/15/2016 22:53,22,53,8,20,2016
us10006e1n,47,5.3,436,103.93,0.261,"29km E of Calama, Chile",-22.5116,-68.6497,Chile,15,1.47132E+12,8/15/2016 22:58,22,58,8,39,2016
hv61376021,79,1.62,40,30.795,0.01187,"16km NE of Pahala, Hawaii",19.3215,-155.3866667,Hawaii,15,1.47132E+12,8/15/2016 23:02,23,2,8,58,2016
ci37447191,100,0.62,6,11.37,0.07976,"10km NE of Cabazon, CA",33.9826667,-116.7166667,California,15,1.47132E+12,8/15/2016 23:15,23,15,8,55,2016
nc72678081,80,1.07,18,6.31,0.04454,"11km NE of Milpitas, California",37.4946667,-121.8068333,California,15,1.47132E+12,8/15/2016 23:18,23,18,8,1,2016
uw61179617,118,1.11,19,14.27,0.05107,"5km SE of Three Lakes, Washington",47.9135,-121.9626667,Washington,15,1.47132E+12,8/15/2016 23:21,23,21,8,59,2016
ak13846601,0,1.5,35,30,0,"52km N of Valdez, Alaska",61.6041,-146.4247,Alaska,15,1.47132E+12,8/15/2016 23:23,23,23,8,0,2016
ak13846604,0,2,62,5,0,"73km ENE of Cantwell, Alaska",63.5793,-147.5298,Alaska,15,1.47132E+12,8/15/2016 23:24,23,24,8,15,2016
ci37447199,49,0.68,7,10.11,0.06937,"11km SW of Anza, CA",33.4838333,-116.7495,California,15,1.47132E+12,8/15/2016 23:30,23,30,8,20,2016
ci37447207,65,0.78,9,2.9,0.01102,"22km E of Little Lake, CA",35.9538333,-117.6618333,California,15,1.47132E+12,8/15/2016 23:46,23,46,8,2,2016
ci37447215,46,1.11,19,1.81,0.09786,"25km NE of Thermal, CA",33.769,-115.9138333,California,15,1.47132E+12,8/15/2016 23:46,23,46,8,41,2016
pr16229000,327.6,2.3,81,3,0.1527136,"16km SSE of Pole Ojea, Puerto Rico",17.839,-67.1286,Puerto Rico,15,1.47132E+12,8/15/2016 23:49,23,49,8,30,2016
ak13846616,0,1.7,44,5,0,"77km SW of Haines Junction, Canada",60.3331,-138.642,Canada,15,1.47132E+12,8/15/2016 23:59,23,59,8,57,2016
ci37447223,46,1.98,60,1.55,0.09342,"26km ENE of Thermal, CA",33.767,-115.9043333,California,16,1.47132E+12,8/16/2016 0:00,0,0,8,21,2016
nn00556388,83.87,0.7,8,4.3,0.043,"5km N of Verdi, Nevada",39.5677,-119.9799,Nevada,16,1.47132E+12,8/16/2016 0:12,0,12,8,3,2016
ci37447231,61,0.15,0,3.31,0.009631,"23km E of Little Lake, CA",35.956,-117.6568333,California,16,1.47132E+12,8/16/2016 0:24,0,24,8,40,2016
ci37144700,203,0.44,3,3.64,0.01378,"22km E of Little Lake, CA",35.953,-117.6661667,California,16,1.47132E+12,8/16/2016 0:24,0,24,8,41,2016
ak13846627,0,2,62,15,0,"49km NNW of Talkeetna, Alaska",62.7172,-150.5697,Alaska,16,1.47132E+12,8/16/2016 0:28,0,28,8,35,2016
nn00556389,137.97,1.3,26,5.4,0.453,"27km S of Smith Valley, Nevada",38.5367,-119.3224,Nevada,16,1.47132E+12,8/16/2016 0:36,0,36,8,35,2016
nc72678101,59,1.19,22,1.1,0.01569,"7km NW of The Geysers, California",38.8291664,-122.8164978,California,16,1.47132E+12,8/16/2016 0:37,0,37,8,51,2016
ci37447239,58,0.85,11,3.5,0.006862,"23km E of Little Lake, CA",35.9525,-117.6566667,California,16,1.47132E+12,8/16/2016 0:44,0,44,8,25,2016
nc72678106,95,1.28,25,3.49,0.05992,"12km SSE of Ridgemark, California",36.7001667,-121.335,California,16,1.47132E+12,8/16/2016 0:53,0,53,8,34,2016
ci37447247,123,0.67,7,9.09,0.07896,"8km N of Borrego Springs, CA",33.3311667,-116.36,California,16,1.47132E+12,8/16/2016 1:21,1,21,8,8,2016
nn00556391,144.13,0.5,4,9.3,0.095,"14km S of Portola, California",39.6826,-120.4882,California,16,1.47133E+12,8/16/2016 1:25,1,25,8,12,2016
ci37447255,137,0.3,1,16.99,0.01649,"3km SSW of Idyllwild, CA",33.713,-116.7338333,California,16,1.47133E+12,8/16/2016 1:36,1,36,8,18,2016
nc72678116,94,1.14,20,3.9,0.06493,"12km S of Ridgemark, California",36.7021667,-121.3408333,California,16,1.47133E+12,8/16/2016 1:46,1,46,8,12,2016
nn00556421,95.11,1.5,35,0,0.943,"13km ENE of Eureka, Nevada",39.5784,-115.8296,Nevada,16,1.47133E+12,8/16/2016 1:47,1,47,8,2,2016
ak13846634,0,1.4,30,50,0,"29km WSW of Anchor Point, Alaska",59.707,-152.3385,Alaska,16,1.47133E+12,8/16/2016 1:47,1,47,8,12,2016
ak13846635,0,3.4,178,74.3,0,"76km SW of Kiska Volcano, Alaska",51.6569,176.7505,Alaska,16,1.47133E+12,8/16/2016 1:50,1,50,8,17,2016
us10006e2j,49,3.5,194,5,0.029,"3km E of Luther, Oklahoma",35.6625,-97.1556,Oklahoma,16,1.47133E+12,8/16/2016 2:08,2,8,8,14,2016
ci37447263,85,1.16,21,5.12,0.005792,"3km E of Westmorland, CA",33.033,-115.5848333,California,16,1.47133E+12,8/16/2016 2:08,2,8,8,24,2016
nc72678121,63,1.03,16,-0.69,0.03661,"26km WSW of Coalinga, California",36.0593333,-120.6398333,California,16,1.47133E+12,8/16/2016 2:13,2,13,8,1,2016
pr16229001,194.4,3,138,122,0.18864621,"11km WNW of Puerto Real, Puerto Rico",18.1317,-67.2792,Puerto Rico,16,1.47133E+12,8/16/2016 2:15,2,15,8,15,2016
nc72678126,143,2.11,68,11.57,0.07519,"30km ESE of Janesville, California",40.1571667,-120.216,California,16,1.47133E+12,8/16/2016 2:24,2,24,8,30,2016
ak13846639,0,0.7,8,10,0,"17km SSE of Salcha, Alaska",64.3868,-146.7186,Alaska,16,1.47133E+12,8/16/2016 2:26,2,26,8,36,2016
nn00556393,145.29,0.6,6,11.2,0.185,"31km SSW of Hawthorne, Nevada",38.2588,-118.7397,Nevada,16,1.47133E+12,8/16/2016 2:41,2,41,8,39,2016
ak13846641,0,0.9,12,10,0,"66km SSE of Deltana, Alaska",63.3066,-144.7679,Alaska,16,1.47133E+12,8/16/2016 2:49,2,49,8,38,2016
nc72678131,73,1.6,39,4.48,0.03327,"22km WNW of West Bishop, California",37.4555,-118.676,California,16,1.47133E+12,8/16/2016 2:54,2,54,8,8,2016
ci37447279,15,2.88,369,3.38,0.0724,"3km WNW of Yorba Linda, CA",33.8975,-117.8411667,California,16,1.47133E+12,8/16/2016 3:17,3,17,8,7,2016
ci37447287,72,1.15,20,10.87,0.1597,"16km NNE of Borrego Springs, CA",33.3853333,-116.2871667,California,16,1.47133E+12,8/16/2016 3:33,3,33,8,41,2016
ci37447295,123,0.49,4,11.44,0.06619,"18km ESE of Anza, CA",33.4915,-116.4951667,California,16,1.47133E+12,8/16/2016 3:48,3,48,8,23,2016
nc72678156,347,2.14,70,17.18,0.6633,"7km E of Minkler, California",36.7308333,-119.3781667,California,16,1.47133E+12,8/16/2016 3:48,3,48,8,51,2016
nc72678166,211,2.06,65,11.24,0.05618,"31km SE of Janesville, California",40.132,-120.2243333,California,16,1.47134E+12,8/16/2016 4:21,4,21,8,44,2016
nc72678171,140,0.45,3,3.67,0.1069,"24km SE of Mammoth Lakes, California",37.488,-118.7881667,California,16,1.47134E+12,8/16/2016 4:25,4,25,8,36,2016
nn00556398,66.75,1.3,26,14.1,0.24,"37km WNW of Alamo, Nevada",37.4495,-115.57,Nevada,16,1.47134E+12,8/16/2016 4:51,4,51,8,7,2016
ak13846646,0,1.4,30,80,0,"55km W of Talkeetna, Alaska",62.2382,-151.1663,Alaska,16,1.47134E+12,8/16/2016 5:00,5,0,8,4,2016
nn00556410,244.21,0.7,8,14.4,0.314,"17km SE of Gardnerville Ranchos, Nevada",38.7755,-119.5952,Nevada,16,1.47134E+12,8/16/2016 5:04,5,4,8,28,2016
nn00556413,215.02,1.1,19,6.7,0.207,"8km N of Boulder City, Nevada",36.0522,-114.8212,Nevada,16,1.47134E+12,8/16/2016 5:06,5,6,8,16,2016
ak13846648,0,1.9,56,100,0,"73km NW of Talkeetna, Alaska",62.7657,-151.1746,Alaska,16,1.47134E+12,8/16/2016 5:07,5,7,8,23,2016
nn00556423,98.39,0.1,0,7.4,0.094,"45km SSW of Goldfield, Nevada",37.3124,-117.377,Nevada,16,1.47134E+12,8/16/2016 5:13,5,13,8,6,2016
pr16229002,216,2.6,104,6,0.1706799,"17km SSE of Indios, Puerto Rico",17.843,-66.7645,Puerto Rico,16,1.47134E+12,8/16/2016 5:21,5,21,8,54,2016
nn00557405,138.7,1.2,22,13.3,0.94,"12km ENE of Eureka, Nevada",39.5679,-115.8352,Nevada,16,1.47134E+12,8/16/2016 5:28,5,28,8,27,2016
ci37447319,90,0.64,6,4.35,0.01409,"3km W of Borrego Springs, CA",33.255,-116.4111667,California,16,1.47134E+12,8/16/2016 5:40,5,40,8,37,2016
hv61376391,99,1.17,21,3.215,0.04404,"13km NE of Pahala, Hawaii",19.2891667,-155.3878333,Hawaii,16,1.47134E+12,8/16/2016 5:46,5,46,8,53,2016
nc72678186,134,0.1,0,5.02,0.01726,"4km SE of Mammoth Lakes, California",37.6226667,-118.9391667,California,16,1.47134E+12,8/16/2016 5:48,5,48,8,18,2016
ak13846652,0,1.4,30,10,0,"93km WNW of Cantwell, Alaska",63.5479,-150.7848,Alaska,16,1.47134E+12,8/16/2016 5:57,5,57,8,22,2016
ci37447327,102,1.28,25,8.42,0.01746,"1km NE of View Park-Windsor Hills, CA",33.9985,-118.343,California,16,1.47134E+12,8/16/2016 6:02,6,2,8,35,2016
pr16229003,241.2,2.3,81,37,0.55695548,"72km ENE of Punta Cana, Dominican Republic",18.8624,-67.7854,Dominican Republic,16,1.47134E+12,8/16/2016 6:07,6,7,8,19,2016
uw61179737,85,0.27,1,-0.19,0.02417,"27km NNW of Packwood, Washington",46.8451667,-121.7653333,Washington,16,1.47134E+12,8/16/2016 6:10,6,10,8,44,2016
nc72678196,125,1.01,16,8.09,0.01541,"1km W of Crockett, California",38.0536667,-122.2321667,California,16,1.47134E+12,8/16/2016 6:23,6,23,8,47,2016
nc72678201,136,0.93,13,1.49,0.00433,"5km E of The Geysers, California",38.7719994,-122.6966629,California,16,1.47134E+12,8/16/2016 6:24,6,24,8,9,2016
ci37447343,130,1.33,27,2.95,0.1724,"20km SE of Bodfish, CA",35.4546667,-118.352,California,16,1.47134E+12,8/16/2016 6:39,6,39,8,42,2016
ak13846654,0,1.3,26,10,0,"45km ENE of Cantwell, Alaska",63.5377,-148.0941,Alaska,16,1.47134E+12,8/16/2016 6:43,6,43,8,51,2016
ci37447351,178,0.64,6,12.09,0.1125,"13km N of Borrego Springs, CA",33.3696667,-116.3585,California,16,1.47134E+12,8/16/2016 6:54,6,54,8,25,2016
nn00556414,174.63,0.4,2,5.5,0.12,"37km ENE of Big Pine, California",37.2674,-117.8909,California,16,1.47135E+12,8/16/2016 7:12,7,12,8,25,2016
ak13846659,0,2,62,100,0,"69km W of Anchor Point, Alaska",59.8131,-153.0646,Alaska,16,1.47135E+12,8/16/2016 7:20,7,20,8,53,2016
nc72678236,43,1.87,54,4.01,0.009313,"18km SSE of Ridgemark, California",36.6628333,-121.284,California,16,1.47135E+12,8/16/2016 7:56,7,56,8,51,2016
nn00556400,105.41,0.7,8,4.8,0.071,"42km NNE of Mammoth Lakes, California",38.0189,-118.8502,California,16,1.47135E+12,8/16/2016 8:05,8,5,8,51,2016
ci37447367,63,0.82,10,14.24,0.07616,"2km ESE of Loma Linda, CA",34.04,-117.2355,California,16,1.47135E+12,8/16/2016 8:11,8,11,8,49,2016
us10006e41,146,4.3,284,21.43,0.946,"102km WNW of Iquique, Chile",-19.9216,-71.0682,Chile,16,1.47135E+12,8/16/2016 8:27,8,27,8,37,2016
hv61376441,113,2,62,40.103,0.05458,"2km E of Pahala, Hawaii",19.2096667,-155.4535,Hawaii,16,1.47135E+12,8/16/2016 8:34,8,34,8,41,2016
ak13846664,0,0.8,10,11.3,0,"97km WNW of Cantwell, Alaska",63.5567,-150.8688,Alaska,16,1.47135E+12,8/16/2016 8:35,8,35,8,35,2016
ak13846666,0,1.7,44,30,0,"48km ENE of Sutton-Alpine, Alaska",61.9355,-147.9812,Alaska,16,1.47135E+12,8/16/2016 8:43,8,43,8,12,2016
nc72678241,137,0.64,6,10.35,0.02704,"1km N of Dixon Lane-Meadow Creek, California",37.4036667,-118.418,California,16,1.47135E+12,8/16/2016 8:45,8,45,8,4,2016
ak13846669,0,1.9,56,50,0,"11km S of Anchorage, Alaska",61.1192,-149.8697,Alaska,16,1.47135E+12,8/16/2016 8:53,8,53,8,50,2016
pr16229005,313.2,2.7,112,24,0.53449759,"59km NNE of Road Town, British Virgin Islands",18.8651,-64.3062,British Virgin Islands,16,1.47135E+12,8/16/2016 8:58,8,58,8,58,2016
pr16229004,316.8,2.6,104,17,0.5228195,"58km NE of Road Town, British Virgin Islands",18.843,-64.293,British Virgin Islands,16,1.47135E+12,8/16/2016 9:00,9,0,8,20,2016
nc72678246,60,0.38,2,0.6,0.01363,"3km NNW of The Geysers, California",38.8055,-122.7663333,California,16,1.47135E+12,8/16/2016 9:01,9,1,8,41,2016
pr16229006,316.8,2,62,10,0.46622563,"51km NNE of Road Town, British Virgin Islands",18.8304,-64.3858,British Virgin Islands,16,1.47135E+12,8/16/2016 9:02,9,2,8,20,2016
ak13846673,0,1.4,30,90,0,"38km SSE of Redoubt Volcano, Alaska",60.1613,-152.4945,Alaska,16,1.47135E+12,8/16/2016 9:02,9,2,8,58,2016
pr16229007,345.6,2,62,42,0.45993743,"51km NE of Road Town, British Virgin Islands",18.673,-64.2125,British Virgin Islands,16,1.47135E+12,8/16/2016 9:11,9,11,8,25,2016
ak13846686,0,1.1,19,15,0,"54km ENE of Cantwell, Alaska",63.4847,-147.8737,Alaska,16,1.47135E+12,8/16/2016 9:27,9,27,8,47,2016
nc72678256,62,0.34,2,2.28,0.006472,"5km SSE of Cobb, California",38.7773333,-122.6958333,California,16,1.47135E+12,8/16/2016 9:37,9,37,8,21,2016
ci37447391,105,0.54,4,7.59,0.04499,"8km N of Claremont, CA",34.1676667,-117.711,California,16,1.47136E+12,8/16/2016 9:47,9,47,8,17,2016
ak13846688,0,1.2,22,40,0,"14km SSW of Anchorage, Alaska",61.1,-149.9999,Alaska,16,1.47136E+12,8/16/2016 9:49,9,49,8,3,2016
nc72678261,113,1.1,19,6.47,0.0579,"22km SE of Mammoth Lakes, California",37.5185,-118.7833333,California,16,1.47136E+12,8/16/2016 10:03,10,3,8,55,2016
ak13846689,0,0.3,1,90,0,"96km ESE of Old Iliamna, Alaska",59.3688,-153.3928,Alaska,16,1.47136E+12,8/16/2016 10:08,10,8,8,23,2016
nc72678266,138,0.57,5,2.17,0.008589,"9km WNW of Cobb, California",38.8465004,-122.8311691,California,16,1.47136E+12,8/16/2016 10:13,10,13,8,15,2016
ci37447423,105,0.71,8,6.32,0.1412,"18km ESE of Julian, CA",33.0335,-116.4181667,California,16,1.47136E+12,8/16/2016 10:14,10,14,8,13,2016
uw61179772,144,1.1,19,5.96,0.171,"11km NE of Gold Bar, Washington",47.9313333,-121.5998333,Washington,16,1.47136E+12,8/16/2016 10:14,10,14,8,37,2016
ak13846690,0,0.8,10,8.8,0,"99km NNW of Nikiski, Alaska",61.4271,-152.3136,Alaska,16,1.47136E+12,8/16/2016 10:26,10,26,8,26,2016
ak13846732,0,3,138,44.2,0,"78km SE of Adak, Alaska",51.4568,-175.7514,Alaska,16,1.47136E+12,8/16/2016 10:29,10,29,8,45,2016
nn00556439,215.29,0.1,0,4.7,0.264,"30km ESE of Big Pine, California",37.1044,-117.9508,California,16,1.47136E+12,8/16/2016 10:32,10,32,8,33,2016
nn00556440,194.71,0.7,8,6.8,0.076,"18km E of Alamo, Nevada",37.3885,-114.959,Nevada,16,1.47136E+12,8/16/2016 10:40,10,40,8,19,2016
ak13846693,0,0.6,6,15,0,"4km SSW of College, Alaska",64.8158,-147.8268,Alaska,16,1.47136E+12,8/16/2016 10:51,10,51,8,33,2016
ak13846695,0,0.7,8,15,0,"4km SSW of College, Alaska",64.8158,-147.8268,Alaska,16,1.47136E+12,8/16/2016 10:52,10,52,8,59,2016
ci37447439,37,1.69,44,9.28,0.06165,"1km S of Ontario, CA",34.044,-117.6298333,California,16,1.47136E+12,8/16/2016 11:11,11,11,8,58,2016
nc72678271,35,1.38,29,8.91,0.002584,"1km ENE of Berkeley, California",37.8748333,-122.2528333,California,16,1.47136E+12,8/16/2016 11:14,11,14,8,1,2016
nn00556419,62.9,1.2,22,2.8,0.02,"56km ENE of Beatty, Nevada",37.0877,-116.1693,Nevada,16,1.47136E+12,8/16/2016 11:20,11,20,8,30,2016
us10006e4s,116,4.4,298,79.16,0.464,"9km SSW of Hachinohe, Japan",40.4237,141.441,Japan,16,1.47136E+12,8/16/2016 11:24,11,24,8,9,2016
nc72678276,179,0.37,2,-0.45,0.01427,"4km SSE of Mammoth Lakes, California",37.61,-118.9441667,California,16,1.47136E+12,8/16/2016 11:25,11,25,8,38,2016
ak13846711,0,1.3,26,5,0,"108km ENE of Arctic Village, Alaska",68.4645,-143.0789,Alaska,16,1.47136E+12,8/16/2016 11:25,11,25,8,39,2016
ak13846713,0,1,15,15,0,"12km N of North Nenana, Alaska",64.688,-149.129,Alaska,16,1.47136E+12,8/16/2016 11:44,11,44,8,52,2016
nc72678291,64,1.05,17,2.44,0.005579,"9km NW of The Geysers, California",38.8233333,-122.8421667,California,16,1.47136E+12,8/16/2016 11:44,11,44,8,52,2016
ci37447463,48,1.27,25,5.62,0.05553,"4km ENE of Banning, CA",33.9426667,-116.8411667,California,16,1.47136E+12,8/16/2016 11:49,11,49,8,2,2016
hv61376641,92,1.6,39,28.261,0.005596,"6km S of Volcano, Hawaii",19.3765,-155.2456667,Hawaii,16,1.47136E+12,8/16/2016 11:53,11,53,8,1,2016
ci37447479,34,1.83,52,2.4,0.1444,"14km N of Ocotillo Wells, CA",33.2691667,-116.1076667,California,16,1.47136E+12,8/16/2016 11:57,11,57,8,38,2016
us10006e55,111,4.8,354,10,3.386,"133km ESE of Kirakira, Solomon Islands",-11.0828,162.9613,Solomon Islands,16,1.47136E+12,8/16/2016 12:13,12,13,8,21,2016
uw61179807,190,1.77,48,13.76,0.1168,"11km E of Riverbend, Washington",47.4683333,-121.5996667,Washington,16,1.47136E+12,8/16/2016 12:15,12,15,8,1,2016
us10006e5d,41,4.7,340,76.7,1.274,"66km SSE of Adipala, Indonesia",-8.2484,109.2811,Indonesia,16,1.47136E+12,8/16/2016 12:21,12,21,8,23,2016
uu60158647,108,1.09,18,5.12,0.007381,"10km E of West Yellowstone, Montana",44.6758333,-110.9675,Montana,16,1.47136E+12,8/16/2016 12:22,12,22,8,11,2016
us10006e58,75,2.7,112,5.71,0.248,"20km SSE of Tonkawa, Oklahoma",36.5088,-97.2197,Oklahoma,16,1.47136E+12,8/16/2016 12:29,12,29,8,5,2016
ak13846821,0,1.3,26,15,0,"65km SE of Chitina, Alaska",61.0998,-143.5768,Alaska,16,1.47137E+12,8/16/2016 12:44,12,44,8,51,2016
us10006e61,162,4.6,326,128.56,3.134,"32km NNE of Pagan, Northern Mariana Islands",18.3917,145.8634,Northern Mariana Islands,16,1.47137E+12,8/16/2016 12:52,12,52,8,7,2016
us10006e5j,90,2.6,104,5,0.053,"36km E of Mooreland, Oklahoma",36.4906,-98.8068,Oklahoma,16,1.47137E+12,8/16/2016 12:53,12,53,8,45,2016
uu60158652,89,0.48,4,5,0.01265,"10km E of West Yellowstone, Montana",44.6785,-110.9761667,Montana,16,1.47137E+12,8/16/2016 12:56,12,56,8,31,2016
uu60009485,129,0.18,0,3.85,0.04963,"6km ESE of West Yellowstone, Montana",44.6481667,-111.0283333,Montana,16,1.47137E+12,8/16/2016 12:57,12,57,8,27,2016
hv61376761,45,1.46,33,12.369,0.01516,"3km SSW of Volcano, Hawaii",19.402,-155.2478333,Hawaii,16,1.47137E+12,8/16/2016 13:03,13,3,8,24,2016
ci37447519,33,1.4,30,14.28,0.04189,"8km S of Idyllwild, CA",33.6673333,-116.724,California,16,1.47137E+12,8/16/2016 13:07,13,7,8,0,2016
pr16229008,316.8,1.8,50,73,0.65397353,"74km N of Charlotte Amalie, U.S. Virgin Islands",19.0076,-65.0053,U.S. Virgin Islands,16,1.47137E+12,8/16/2016 13:28,13,28,8,0,2016
nc72678321,129,1.26,24,-0.32,0.01194,"11km E of Quarry near Portola Valley, CA",37.3243333,-122.1015,California,16,1.47137E+12,8/16/2016 13:34,13,34,8,22,2016
uw61179837,123,1.37,29,-0.44,0.2308,"14km SSW of Veneta, Oregon",43.9245,-123.4046667,Oregon,16,1.47137E+12,8/16/2016 13:39,13,39,8,7,2016
us10006e6d,77,3.1,148,6.343,0,"20km SSE of Tonkawa, Oklahoma",36.5139,-97.2135,Oklahoma,16,1.47137E+12,8/16/2016 13:48,13,48,8,26,2016
nc72678331,115,1.54,36,8.44,0.1465,"19km NNE of Upper Lake, California",39.3155,-122.7921667,California,16,1.47137E+12,8/16/2016 13:48,13,48,8,45,2016
ci37447623,58,0.57,5,14.17,0.03043,"6km NE of Anza, CA",33.5971667,-116.6295,California,16,1.47137E+12,8/16/2016 13:49,13,49,8,13,2016
us10006e6g,138,4.7,340,13.13,0.937,"100km WNW of Iquique, Chile",-19.7836,-70.9845,Chile,16,1.47137E+12,8/16/2016 13:50,13,50,8,46,2016
nn00556446,144.47,0.2,1,5,0.037,"69km E of Beatty, Nevada",37.0112,-115.9947,Nevada,16,1.47137E+12,8/16/2016 13:56,13,56,8,20,2016
ci37447639,133,0.63,6,11.61,0.06531,"18km ESE of Anza, CA",33.4928333,-116.4948333,California,16,1.47137E+12,8/16/2016 14:08,14,8,8,43,2016
ci37447647,215,2.6,104,5.98,0.1514,"6km W of Alberto Oviedo Mota, B.C., MX",32.232,-115.234,Mexico,16,1.47137E+12,8/16/2016 14:09,14,9,8,56,2016
us10006e6x,136,5.1,400,18.26,1.04,"112km WNW of Iquique, Chile",-19.7557,-71.0943,Chile,16,1.47137E+12,8/16/2016 14:17,14,17,8,32,2016
pr16229009,280.8,2.3,81,52,0.58839651,"66km N of Charlotte Amalie, U.S. Virgin Islands",18.943,-64.913,U.S. Virgin Islands,16,1.47137E+12,8/16/2016 14:27,14,27,8,46,2016
ci37447663,96,0.99,15,15.28,0.114,"2km NNE of Colton, CA",34.0906667,-117.3031667,California,16,1.47137E+12,8/16/2016 14:29,14,29,8,24,2016
ci37447679,93,1.2,22,5.38,0.03105,"3km W of Monterey Park, CA",34.066,-118.1518333,California,16,1.47137E+12,8/16/2016 14:34,14,34,8,50,2016
ak13846846,0,1.2,22,5,0,"57km NW of Circle Hot Springs Station, Alaska",65.8052,-145.6257,Alaska,16,1.47137E+12,8/16/2016 14:39,14,39,8,1,2016
ci37447695,99,0.54,4,2.73,0.03812,"32km NNW of Searles Valley, CA",36.0395,-117.5301667,California,16,1.47137E+12,8/16/2016 14:42,14,42,8,40,2016
us10006e74,71,4.3,286,24.32,0.349,"37km W of San Antonio, Chile",-33.588,-72.0254,Chile,16,1.47137E+12,8/16/2016 14:42,14,42,8,50,2016
ci37144708,116,0.36,2,1.02,0.1658,"16km SSE of Bodfish, CA",35.457,-118.4063333,California,16,1.47137E+12,8/16/2016 14:43,14,43,8,7,2016
ci37447703,138,0.81,10,15.82,0.09796,"8km NW of Idyllwild, CA",33.7976667,-116.7736667,California,16,1.47137E+12,8/16/2016 14:47,14,47,8,18,2016
nc72678351,102,0.7,8,7.26,0.01934,"28km NE of Soledad, California",36.57,-121.0611667,California,16,1.47137E+12,8/16/2016 14:50,14,50,8,40,2016
nn00556452,39.27,3,138,6.1,0.376,"73km NNE of Dixon Lane-Meadow Creek, California",37.9938,-118.0806,California,16,1.47137E+12,8/16/2016 14:59,14,59,8,45,2016
ci37447719,219,3.05,143,24.09,0.1654,"6km SW of Alberto Oviedo Mota, B.C., MX",32.1931667,-115.2223333,Mexico,16,1.47137E+12,8/16/2016 15:01,15,1,8,22,2016
ci37447751,37,1.31,26,-0.84,0.1173,"7km SSW of Mojave, CA",34.9951667,-118.1988333,California,16,1.47137E+12,8/16/2016 15:08,15,8,8,49,2016
us10006e88,73,4.8,354,26.54,2.596,"104km NNE of Hirara, Japan",25.6641,125.6896,Japan,16,1.47138E+12,8/16/2016 15:22,15,22,8,27,2016
nc72678366,175,0.47,3,5.12,0.07678,"1km E of Bishop, California",37.364,-118.378,California,16,1.47138E+12,8/16/2016 15:24,15,24,8,11,2016
ci37447791,48,1.1,19,-0.49,0.04816,"8km N of Murrieta Hot Springs, CA",33.6331667,-117.1535,California,16,1.47138E+12,8/16/2016 15:25,15,25,8,23,2016
nc72678371,63,1.75,47,5.59,0.1844,"3km E of Willits, California",39.4118333,-123.3178333,California,16,1.47138E+12,8/16/2016 15:34,15,34,8,41,2016
ak13846867,0,1.9,56,80,0,"64km WSW of Anchor Point, Alaska",59.539,-152.8683,Alaska,16,1.47138E+12,8/16/2016 15:43,15,43,8,44,2016
uw61179877,71,1.45,32,21.19,0.06039,"0km NNW of Lakeland South, Washington",47.2848333,-122.2888333,Washington,16,1.47138E+12,8/16/2016 15:46,15,46,8,40,2016
ci37447807,80,1.5,35,-1,0.2608,"16km NNE of Apple Valley, CA",34.6355,-117.1228333,California,16,1.47138E+12,8/16/2016 15:47,15,47,8,14,2016
nn00556469,223.14,0.4,2,10.2,0.211,"11km NNE of Incline Village, Nevada",39.3435,-119.918,Nevada,16,1.47138E+12,8/16/2016 15:48,15,48,8,35,2016
nc72678376,67,0.75,9,1.57,0.01118,"4km WNW of Cobb, California",38.831665,-122.7733307,California,16,1.47138E+12,8/16/2016 15:49,15,49,8,35,2016
ak13846870,0,4.1,259,8.1,0,"98km NE of Chignik Lake, Alaska",56.9786,-157.8265,Alaska,16,1.47138E+12,8/16/2016 15:58,15,58,8,41,2016
us10006e97,128,4.4,298,2.46,0.845,"15km NNE of Kitaibaraki, Japan",36.9176,140.8047,Japan,16,1.47138E+12,8/16/2016 16:01,16,1,8,4,2016
uw61179887,159,1.35,28,-0.28,0.1662,"19km WSW of Vernonia, Oregon",45.7955,-123.4276667,Oregon,16,1.47138E+12,8/16/2016 16:08,16,8,8,47,2016
